title,genre,year,date,rating,vote_count,plot,main_act,supp_act
협상,범죄,2018,9.19,7.32,10209,"어떠한 상황에서도 냉철함을 잃지 않던 최고의 협상가 ‘하채윤’은 긴급 투입된 현장에서 인질과 인질범 모두 사망하는 사건을 겪고 충격에 휩싸인다. 그로부터 1 일 후, 경찰청 블랙리스트에 오른 국제 범죄조직의 무기 밀매업자 ‘민태구’가 태국에서 한국 경찰과 기자를 납치하고 그녀를 협상 대상으로 지목한다. 이유도 목적도 조건도 없이 사상 최악의 인질극을 벌이는 ‘민태구’와 그를 멈추기 위해 한치도 물러설 수 없는 협상가 ‘하채윤’ 남은 시간 12시간, 목숨을 건 일생일대의 협상이 시작된다!",손예진|현빈,김상호|장영남|장광|조영진|김민상|한기중|유연수|박수영|최병모|박성근|김종구|정인겸|이학주|이주영|이시아
도가니,드라마,2011,9.22,9.27,10204,"2 11년, 대한민국의 마음을 움직일 진실이 찾아온다. 믿을 수 없지만, 한 청각장애인학교에서 실제 일어난 사건입니다. 2 년부터 5년간 청각장애아를 상대로 교장과 교사들이 비인간적인 성폭력과 학대를 저질렀습니다. 인정하고 싶지 않지만 이 이야기는 진실입니다. 이제 이 끔찍한 진실을 마주해야 할 시간입니다.",공유|정유미,김현수|정인서|백승환|장광|김민상|임현성|김주령|엄효섭|전국환|최진호|권홍석|김지영|박혜진|김지영|엄지성|장유|남명렬
미스트,공포|SF|스릴러|드라마,2008,1.1,7.29,10190,"평화로운 호숫가 마을 롱레이크, 어느 날 강력한 비바람이 몰아친 뒤, 기이한 안개가 몰려온다. 데이빗은 태풍으로 쓰러진 집을 수리하기 위해 읍내 그의 어린 아들 빌리와 옆집 변호사 노튼과 함께 다운타운의 마트로 향한다. 하지만 데이빗은 무언가 이상한 느낌을 떨쳐버릴 수 없었다. 마켓에서 물건을 고르는 도중 동네 노인이 피를 흘리면서 “안개 속에 무언가가 있다!!” 뛰쳐 들어왔다. 마트 밖은 이미 아무것도 보이지 않는 정체 불명의 안개로 뒤덮혔고, 정체불명 거대한 괴생물체의 공격을 받는다. 마트 안에는 주민들과 데이빗, 그의 아들 빌리가 고립되었고, 지금 밖으로 나간다면 모두 죽는다는 미친 예언자가 그곳을 더욱 절망스럽게 만든다. 몇 시간 뒤 그들은 믿을 수 없는 괴물들의 등장으로 목숨의 위협을 받고, 살기 위해 살아 남기 위해 싸우기로 결심한다. 과연 그들 앞에 펼쳐진 것들은 인류의 재앙일까? 그곳에서 그들은 살아나갈 수 있을까?",토마스 제인|마샤 게이 하든|로리 홀든|안드레 브라우퍼|토비 존스|윌리암 새들러|제프리 드먼|프란시스 스턴하겐|알렉사 다바로스|나단 겜블,크리스 오웬|샘 위트워|로버트 C. 트레베일러|데이비드 젠슨
캐리비안의 해적 - 세상의 끝에서,판타지|모험|액션|코미디,2007,5.23,8.21,10187,"해적의 시대가 종말을 향해 치닫게 되면서 동인도 회사의 커틀러 베켓 경 (톰 홀랜더 분)은 유령선 플라잉 더치맨 호와 그 선장 데비 존스 (빌 나이 분)를 통제할 힘을 갖게 된다. 더치맨 호는 제임스 노링턴 제독 (잭 데븐포트 분)의 지휘하에 5대양을 누비며 해적선들을 소탕하고 다닌다. 윌 터너 (올랜도 블룸 분)와 엘리자벳 스완(키이라 나이틀리 분), 바르보사 선장 (제프리 러쉬 분)는 플라잉 더치맨과 베켓의 함대에 맞서기 위해 해적 연맹의 아홉 영주들을 소집한다. 그러나 아홉명의 영주 중 빠진 사람이 한명 있었으니 그는 바로 잭 스패로우 선장 (조니 뎁 분). 최고의 해적 혹은 최악의 해적으로 꼽힐만한 인물 잭 스패로우는 2편에서 괴물 크라켄에게 먹혀 데비 존스의 저승으로 잡혀간바 있다. 잭을 구하기 위해 이들 세 사람은 티아 달마 (나오미 해리스 분), 핀텔 (리 아렌버그 분), 라게티 (매킨지 크룩 분)과 함께 싱가폴의 해적 영주 사오펭 (주윤발 분)을 찾아간다. 목적은 사오펭이 갖고 있는 해도와 선박. 잭을 무사히 구해낸 이들 앞엔, 그러나 또 다른 장벽이 있었으니 그것은 해적 연맹의 연합된 힘으로도 상대하기 벅찬 베켓의 함대와 플라잉 더치맨의 막강한 위력. 유일한 희망은 인간의 몸에 갇혀있는 바다의 여신 칼립소를 풀어주어 그녀의 도움을 받는 것 뿐이다. 배신에 배신이 쌓여가면서, 잭과 윌, 엘리자벳, 사오펭, 바르보사는 각자 깨닫게 된다. 피차 아무도 믿을수 없음을... 그러나 살아남기 위해 이들은 자신에게 유리한 편과 동맹을 맺게 되고 이윽고 최후의 결전이 벌어진다.",조니 뎁|올랜도 블룸|키이라 나이틀리|스텔란 스카스가드|빌 나이|주윤발|제프리 러쉬,잭 데이븐포트|케빈 맥널리|나오미 해리스|톰 홀랜더|조나단 프라이스
웰컴 투 동막골,드라마|전쟁,2005,8.04,8.89,10176,"195 년 11월, 한국 전쟁이 한창이던 그 때... 태백산맥 줄기를 타고 함백산 절벽들 속에 자리 잡은 마을, 동막골. 이 곳에 추락한 P-47D 미 전투기 한 대. 추락한 전투기 안에는 연합군 병사 스미스(스티브 태슐러)가 있었다. 동막골에 살고있는 여일(강혜정)은 이 광경을 목격하고 소식을 전달하러 가던 중 인민군 리수화(정재영) 일행을 만나게 되고 그들을 동막골로 데리고 온다. 바로 그 때, 자군 병력에서 이탈해 길을 잃은 국군 표현철(신하균)과 문상상 일행이 동막골 촌장의 집까지 찾아 오게 되면서 국군, 인민군, 연합군이 동막골에 모이게 되고 긴장감은 극도로 고조된다. 목숨을 걸고 사수하고 싶었던 그 곳, 동막골 결코 어울릴 수 없는 세 사람? 국군, 인민군, 연합군 총을 본 적도 없는 동막골 사람들 앞에서 수류탄, 총, 철모, 무전기? 이 들이 가지고 있던 특수 장비들은 아무런 힘도 못 쓰는 신기한 물건에 불과했다. 그러나. 전쟁의 긴장은 동막골까지 덥치고 말았다. 동막골에 추락한 미군기가 적군에 의해 폭격됐다고 오인한 국군이 마을을 집중 폭격하기로 한 것. 적 위치 확인…! 현재 좌표…델타 호텔 4 45. 이 사실을 알게 된 국군, 인민군, 연합군은 한국 전쟁 사상 유례없는 연합 공동 작전을 펼치기로 한다. 그들에게 무슨 일이 있었기에!!! 이 세 사람은 목숨까지 걸고 동막골을 지키려고 한 것일까?",정재영|신하균|강혜정,임하룡|서재경|류덕환|스티브 태슐러|정재진|이용이|박남희|조덕현|유승목|심원철|강현중|리민|고관재|권오민|홍예인
황해,범죄|스릴러,2010,12.22,7.89,10150,"연변에서 택시를 모는 구남은 빚더미에 쌓여 구질구질한 일상을 살아간다. 한국으로 돈 벌러 간 아내는 6개월째 소식이 없고, 돈을 불리기 위해 마작판에 드나들지만 항상 잃을 뿐이다. 그러던 어느 날, 살인청부업자 면가에게서 한국 가서 사람 한 명 죽이고 오라는 제안을 받는다. 절박한 현실에서 선택의 여지가 없는 구남은 빚을 갚기 위해, 그리고 아내를 만나기 위해 황해를 건넌다. 매서운 바다를 건너 서울로 온 구남은 틈틈이 살인의 기회를 노리면서 동시에 아내의 행방을 수소문한다. 하지만, 자신의 눈 앞에서 목표물이 살해 당하는 것을 목격한 구남은 살인자 누명을 쓴 채 경찰의 추적을 피해 도망친다. 한편 청부살인을 의뢰한 태원은 모든 증거를 인멸하기 위해 구남을 처리하려 하고, 연변에 있던 면가 또한 황해를 건너와 구남을 쫓기 시작하는데…",하정우|김윤석|조성하,이철민|곽도원|임예원|탁성은|이엘|정만식|정민성
마더,범죄|미스터리|드라마|스릴러,2009,5.28,8.14,10149,"읍내 약재상에서 일하며 아들과 단 둘이 사는 엄마(김혜자 扮). 그녀에게 아들, 도준은 온 세상과 마찬가지다. 스물 여덟. 도준(원빈 扮). 나이답지 않게 제 앞가림을 못 하는 어수룩한 그는 자잘한 사고를 치고 다니며 엄마의 애간장을 태운다. 어느 날, 한 소녀가 살해 당하고 어처구니없이 도준이 범인으로 몰린다. 아들을 구하기 위해 백방으로 뛰는 엄마. 하지만 경찰은 서둘러 사건을 종결 짓고 무능한 변호사는 돈만 밝힌다. 결국 아들을 구하기 위해 믿을 사람 하나 없이 범인을 찾아나선 엄마. 도준의 혐의가 굳어져 갈수록 엄마 또한 절박해져만 간다.",김혜자|원빈,진구|윤제문|전미선|송새벽|이영석|문희라|천우희|김병순|여무영|정영기|고규필|이미도|김진구
파파로티,드라마,2013,3.14,8.28,10102,"성악천재 건달, 큰 형님보다 무서운 적수를 만나다 한 때 잘 나가던 성악가였지만 지금은 촌구석 예고의 음악 선생인 상진(한석규). 싸늘한 교육열, 까칠함만 충만한 그에게 청천벽력 같은 미션이 떨어진다. 천부적 노래 실력을 지녔으나, 일찍이 주먹세계에 입문한 건달 장호(이제훈)를 가르쳐 콩쿨에서 입상 하라는 것. 전학 첫날 검은 승용차에 어깨들까지 대동하고 나타난 것도 모자라, 수업 중에도 ‘큰 형님’의 전화는 챙겨 받는 무늬만 학생인 장호가 못마땅한 상진. 장호의 노래를 들어볼 필요도 없이 결론을 내린다. “똥인지 된장인지 꼭 찍어 먹어봐야 아냐?!” 주먹과 노래 두 가지 재능을 타고났으나 막막한 가정 환경으로 인해 주먹 세계에 뛰어든 장호. 비록 현실은 ‘파바로티’의 이름 하나 제대로 모르는 건달이지만 성악가가 되고픈 꿈만은 잊은 적 없다. 이런 자신을 가르쳐 주긴커녕 툭하면 개나 소나 취미로 하는 게 클래식이냐며 사사건건 무시하는 쌤 상진의 태도에 발끈하는 장호. 그래도 꿈을 포기할 수 없는 장호는 험난하고 까칠한 상진과의 관계를 이어가는데... “쌤요. 내 똥 아입니더!”",한석규|이제훈|오달수|강소라|조진웅|이재용,진경|이상훈|이도연|양한열|차종호|윤진하|수파사이즈|방글아|이유준|배성우|정민성|강성수|김상균|성유빈|손영순|윤영균|오창경
메이즈 러너: 데스 큐어,액션|SF|스릴러,2018,1.17,7.84,10096,"미스터리한 조직 ‘위키드’에게 잡힌 ‘민호’(이기홍)를 구하기 위해 ‘토마스’(딜런 오브라이언)와 러너들은 ‘위키드’의 본부가 있는 최후의 도시로 향한다. 인류의 운명이 걸린 ‘위키드’의 위험한 계획을 알게 된 ‘토마스’와 러너들은 마지막 사투를 준비하지만, ‘토마스’는 친구와 인류의 운명 앞에서 딜레마에 빠지게 되는데…",딜런 오브라이언|토마스 생스터|카야 스코델라리오|이기홍,로사 살라자르|지안카를로 에스포지토|에이단 길렌|패트리시아 클락슨|윌 폴터|덱스터 다든|월튼 고긴스|배리 페퍼|캐서린 맥나마라|나탈리 엠마뉴엘|제이콥 로플랜드
월-E,애니메이션|SF|가족|코미디|멜로/로맨스|모험,2008,8.06,9.41,10073,"텅 빈 지구에 홀로 남아 수백 년이란 시간을 외롭게 일만 하며 보내던 월-E (WALL-E: W ste Alloc tion Lo d Lifter E rth-Cl ss, 지구 폐기물 수거-처리용 로봇). 그런 그가 매력적인 탐사 로봇 ‘이브’와 마주친 순간, 잡동사니 수집만이 낙이던 인생에도 소중한 목표가 생긴다. 이브는 지구의 미래를 결정할 열쇠가 우연히 월-E의 손에 들어간 사실을 알게 되고, 고향별로 돌아갈 날만 애타게 기다리는 인간들에게 이를 보고하기 위해 서둘러 우주로 향한다. 한편 월-E는 이브를 뒤쫓아 은하를 가로지르며, 스크린 사상 가장 짜릿한 상상이 넘치는 어드벤처를 선사한다. 이제껏 꿈에서도 볼 수 없었던 미래 세계를 배경으로 우주에서 펼쳐지는 월-E의 환상적인 모험! 애완용 바퀴벌레, 용맹스럽지만 어딘가 나사가 빠진 듯한 사회 부적응 로봇 군단 등 일련의 유쾌한 캐릭터들이 여기에 동참한다.",벤 버트|엘리사 나이트|제프 갈린|프레드 윌러드,맥클린 톨크|존 라첸버거|캐시 나지미|시고니 위버
시동,드라마,2019,12.18,7.56,10040,"학교도 싫고 집도 싫고 공부는 더더욱 싫다며 '엄마'(염정아)에게 1일 1강스파이크를 버는 반항아 '택일'(박정민). 절친 '상필'(정해인)이 빨리 돈을 벌고 싶다며 사회로 뛰어들 때, 무작정 집을 뛰쳐나간 '택일'은 우연히 찾은 장품반점에서 남다른 포스의 주방장 '거석이형'(마동석)을 만나게 된다. 강렬한 첫 인사를 나누자마자 인생 최대 적수가 된 '거석이형'과 '택일'. 세상 무서울 것 없던 '택일'은 장품반점에서 상상도 못한 이들을 만나 진짜 세상을 맛보게 되는데? 인생 뭐 있어? 일단 한번 살아보는 거야!",마동석|박정민|정해인|염정아|최성은,김종수|윤경호|김경덕
탐정: 리턴즈,코미디|범죄,2018,6.13,8.4,10036,"역대급 미제 사건을 해결한 추리 콤비, 셜록 덕후 만화방 주인 ‘강대만’(권상우)과 광역수사대 레전드 형사 ‘노태수’(성동일)! 드디어 대한민국 최초 탐정사무소를 개업하고, 전직 사이버 수사대 에이스 ‘여치’(이광수)까지 영입하며 탐정으로서의 첫 발을 내딛는다. 하지만 꿈과 현실은 다른 법! 기다리는 사건 대신 파리만 날리고, 생활비 압박에 결국 경찰서까지 찾아가 몰래 영업을 뛰기 시작한다. 드디어 기다림 끝에 찾아온 첫 의뢰인. 게다가 성공보수는 무려 5천만 원! 자신만만하게 사건을 받아 든 세 사람은 파헤칠수록 꼬리에 꼬리를 무는 의심스러운 증거들로 혼란에 빠지기 시작하는데… ""우리가 가는 길 미제사건이란 없다"" 최강 트리플 콤비의 본격 추리가 시작된다!",권상우|성동일|이광수,서영희|남명렬|최덕문|손담비|이일화|최성원|박성일|정연주|오희준|김성규|김중기|이청희|김용준|박성연|홍서백|홍은택
루시,액션,2014,9.03,7.12,9989,"1 %, 인간의 평균 뇌사용량 24%, 신체의 완벽한 통제 4 %, 모든 상황의 제어 가능 62%, 타인의 행동을 컨트롤 1 %, 한계를 뛰어넘는 액션의 진화가 시작된다! 평범한 삶을 살던 여자 루시(스칼렛 요한슨)는 어느 날 지하세계에서 극악무도하기로 유명한 미스터 장(최민식)에게 납치되어, 몸 속에 강력한 합성 약물을 넣은 채 강제로 운반하게 된다. 다른 운반책들과 같이 끌려가던 루시는 갑작스런 외부의 충격으로 인해 몸 속 약물이 체내로 퍼지게 되면서, 그녀 안의 모든 감각이 깨어나기 시작하는데…",스칼렛 요한슨|모건 프리먼|최민식|애널리 팁튼,아미르 웨이키드|줄리안 린드 터트|요한 필립 애스백|니콜라스 퐁페스|얀 올리버 슈뢰더|루카 안젤라티|메이슨 리|클레어 트란|뤽 브라벵|피에르 그라몽|피에르 푸아로|베르트랑 쿼니암|파스칼 루아종|피에르 제라드|이자벨 카그냇|프레더릭 카우|신창수|서정주
캐리비안의 해적 - 망자의 함,판타지|모험|액션|코미디,2006,7.06,8.91,9963,"블랙펄의 저주는 사라졌지만, 대신 그보다 더 끔찍한 재앙이 잭과 그의 선원들을 기다리고 있다. 사실, 잭은 바다의 지배자이자 유령선 ‘플라잉 더치맨’ 호의 선장인 데비 존스(빌 나이 분)에게 생명의 빚을 지고있는 몸. 잭이 특유의 약삭빠른 수법으로 이 계약에서 벗어날 묘수를 찾지 않는한, 그는 꼼짝없이 존스의 노예가 되어 ‘플라잉 더치맨’호에서 백년간 복역해야할 운명이다. 이런 상황때문에 엘리자베스와 윌의 결혼식은 무산되고, 두 사람은 잭의 위험천만한 모험담에 또 다시 엮이게 된다. 이들의 앞엔 무서운 바다 괴물과 섬의 식인종 원주민들, 점쟁이 티아 달마(나오미 해리스 분), 오래 전에 헤어진 윌의 아버지 부스트랩 빌 (스텔란 스카스가드 분) 등이 기다리고 있다. 한편 동인도 회사의 하수인이자, 무자비한 해적 사냥꾼인 커틀러 베켓 경 (톰 홀랜더 분)은 망자의 함을 손에 넣기 위해 혈안이 된다. 전설에 의하면 망자의 함을 손에 넣는 자는 바다를 지배할수 있다. 베켓은 함의 힘을 빌려 최후의 한명까지 해적들을 소탕하려는 것. 세상이 바뀌어 이제 바다는 돈에 눈이 먼 사업가와 관료들의 이권 다툼의 장으로 변해버렸다. 잭과 그의 선원들처럼 모험을 즐기던 진정한 해적들은 이제 사라질 위기에 처한 것.",조니 뎁|올랜도 블룸|키이라 나이틀리,빌 나이|스텔란 스카스가드|잭 데이븐포트|케빈 맥널리|나오미 해리스|조나단 프라이스|맥켄지 크룩|톰 홀랜더|리 아렌버그
레버넌트: 죽음에서 돌아온 자,모험|드라마,2016,1.14,7.83,9905,"서부 개척시대 이전인 19세기 아메리카 대륙, 사냥꾼인 휴 글래스(레오나르도 디카프리오)는 아들 호크를 데리고 동료들과 함께 사냥하던 중 회색곰에게 습격 당해 사지가 찢긴다. 비정한 동료 존 피츠 제럴드(톰 하디)는 아직 살아 있는 휴를 죽이려 하고, 아들 호크가 이에 저항하자 호크 마저 죽인 채 숨이 붙어 있는 휴를 땅에 묻고 떠난다. 눈 앞에서 하나뿐인 아들의 죽음을 목격한 휴는 처절한 복수를 위해 부상 입은 몸으로 존의 뒤를 쫓기 시작하는데….",레오나르도 디카프리오|톰 하디|도널 글리슨|윌 폴터,포레스트 굿럭|폴 앤더슨|루카스 하스|브렌단 플레처|브래드 카터|크리스토퍼 요너|로버트 몰로니|코리 그림|조슈아 버지|맥케이브 버넷|마크 크리스코|크리스토퍼 로저몬드|하비에르 보텟|빈센트 르클레르|마이클 빌라|피터 스트랜드 럼펠|크리스 입포리토|이사야 투투시스|레이 체이스|데이브 버칠|티모시 라일
워크래프트: 전쟁의 서막,액션|모험|판타지,2016,6.09,8.66,9897,"두 개의 운명, 하나의 세계 공존할 것인가! 맞설 것인가! 서로 다른 차원에 살고 있던 인간과 오크. 오크의 행성이 황폐해지기 시작하자, 이들은 인간의 행성으로 넘어와 새로운 왕국을 건설하려 한다. 생존을 위해 서로의 도움이 필요하다고 믿는 인간 종족의 영웅 ‘로서’와 오크 종족의 영웅 ‘듀로탄’. 하지만, 공존에 반대하는 또 다른 세력이 분열되면서 두 진영은 더 큰 혼란에 빠지게 되는데… 세상의 운명을 건 피할 수 없는 전쟁이 시작된다!",트래비스 핌멜|벤 포스터|폴라 패튼|도미닉 쿠퍼|클랜시 브라운|토비 켑벨,라이언 로빈스|로버트 카진스키|오언조|루스 네가|칼럼 키스 레니|벤 슈네처|도니 맥닐|안나 겔빈|버클리 더필드|테리 노터리|마이클 애덤스웨이트
혹성탈출: 종의 전쟁,액션|모험|드라마|SF,2017,8.15,7.92,9877,"전 세계에 퍼진 치명적인 바이러스 ‘시미안 플루’로 인해 유인원들은 나날이 진화하는 반면, 살아남은 인간들은 점차 지능을 잃고 퇴화해 간다. 인간과 공존할 수 있다고 믿었던 진화한 유인원의 리더 시저(앤디 서키스)는 유인원들을 몰살하려는 인간군 대령(우디 해럴슨)에 의해 가족과 동료들을 무참히 잃고 분노한다. 진화한 유인원이 언젠가 인간을 지배하게 될 지도 모른다는 두려움과 인류의 생존을 위해서 인간성마저도 버려야 한다는 대령과 더 이상의 자비와 공존은 없다며 가족과, 자유와, 터전을 위해 전쟁에 나서게 된 시저. 종의 운명과 지구의 미래를 결정할 피할 수 없는 전쟁. 과연, 최후는 어떻게 될 것인가!",앤디 서키스|우디 해럴슨|스티브 잔|아미아 밀러,카린 코노발|테리 노터리|주디 그리어|맥스 로이드-존스|타이 올슨|사라 캐닝|데빈 달튼|알렉스 파우노빅|알레산드로 줄리아니|마이클 애덤스웨이트
기억의 밤,미스터리|스릴러,2017,11.29,8.16,9830,새 집으로 이사 온 날 밤 정체불명의 괴한들에게 납치된 형 유석. 동생 진석은 형이 납치된 후 매일 밤 환청과 환각에 시달리며 불안해한다. 납치된지 19일째 되는 날 돌아온 유석은 그동안의 모든 기억을 잃었다고 말한다. 하지만 돌아온 뒤로 어딘가 변해버린 유석을 의심하던 진석은 매일 밤 사라지는 형을 쫓던 중 충격적인 사실과 마주하게 되는데... 두 남자의 엇갈린 기억 속 감춰진 살인사건의 진실을 찾아야만 한다!,강하늘|김무열,문성근|나영희|남명렬|이나라|배성일|이순원
이터널 선샤인,멜로/로맨스|드라마|SF,2005,11.1,9.11,9764,"조엘은 아픈 기억만을 지워준다는 라쿠나사를 찾아가 헤어진 연인 클레멘타인의 기억을 지우기로 결심한다. 기억이 사라져 갈수록 조엘은 사랑이 시작되던 순간, 행복한 기억들, 가슴 속에 각인된 추억들을 지우기 싫어지기만 하는데... 당신을 지우면 이 아픔도 사라질까요? 사랑은 그렇게 다시 기억된다.",짐 캐리|케이트 윈슬렛|커스틴 던스트,마크 러팔로|일라이저 우드|톰 윌킨슨
프리즌,범죄|액션,2017,3.23,7.57,9760,"밤이 되면 죄수들이 밖으로 나가 대한민국 완전범죄를 만들어내는 교도소 그 교도소의 권력 실세이자 왕으로 군림하는 익호(한석규). 그 곳에 검거율 1 %로 유명한 전직 경찰 유건(김래원)이 뺑소니, 증거인멸, 경찰 매수의 죄목으로 입소하게 되고, 특유의 깡다구와 다혈질 성격으로 익호의 눈에 띄게 된다. 익호는 유건을 새로운 범죄에 앞세우며 점차 야욕을 내보이는데 … 세상을 움직이는 놈들은 따로 있다 감옥 문이 열리면 큰 판이 시작된다!",한석규|김래원|강신일,이경영|김성균|정웅인|조재윤|신성록|전배수|박원상|정석원|송경철|한주완|안세호|유하준|차엽|곽민호|유정호|한이진|김승훈|박진우|최성원|이재균|김찬형
탐정 홍길동: 사라진 마을,드라마|액션,2016,5.04,7.75,9741,"사건해결률 99%, 악당보다 더 악명 높은 탐정 홍길동에게는 2 년간 찾지 못했던 단 한 사람이 있다. 그것은 바로 어머니를 죽인 원수 김병덕. 홍길동은 오랜 노력 끝에 드디어 그를 찾아내지만, 김병덕은 간발의 차로 누군가에게 납치되어 간 이후이고, 그의 집엔 두 손녀, 동이와 말순이만 덩그러니 남아 있다. 느닷없이 껌딱지처럼 들러 붙어 할아버지를 찾아달라는 두 자매를 데리고, 사라진 김병덕의 실마리를 쫓던 중, 홍길동은 대한민국을 집어 삼키려는 거대 조직 광은회의 실체를 마주하게 되는데.... 기다렸던 복수의 순간, 성가시게 판이 커져버렸다!",이제훈|김성균,박근형|정성화|노정의|김하나|고아라|유승목|홍서백|윤영균|황보라|이준혁|이민웅
조선명탐정: 각시투구꽃의 비밀,코미디|미스터리,2011,1.27,8.12,9720,"정조 16년, 공납 비리를 숨기려는 관료들의 음모를 짐작한 정조는 조선 제일의 명탐정(김명민)에게 사건의 배후를 찾으라는 밀명을 내린다. 수사 첫날부터 자객의 습격을 받은 명탐정은 개장수 서필(오달수)의 도움으로 위기를 모면하게 되고, 서필과 함께 사건의 결정적 단서인 각시투구꽃을 찾아 적성으로 향하게 된다. 그 곳에서 그들은 조선의 상단을 주름잡으며 사건의 열쇠를 쥐고 있는 한객주(한지민)를 만나게 되는데… 비밀을 파헤칠수록 드러나는 거대한 음모의 실체 2 11년 1월, 조선 최초의 탐정극이 온다",김명민|오달수|한지민,이재용|우현|예수정|최무성|정인기
위플래쉬,드라마,2015,3.12,8.78,9703,"최고의 드러머가 되기 위해서라면 무엇이든 할 각오가 되어있는 음악대학 신입생 앤드류는 우연한 기회로 누구든지 성공으로 이끄는 최고의 실력자이지만, 또한 동시에 최악의 폭군인 플렛처 교수에게 발탁되어 그의 밴드에 들어가게 된다. 폭언과 학대 속에 좌절과 성취를 동시에 안겨주는 플렛처의 지독한 교육방식은 천재가 되길 갈망하는 앤드류의 집착을 끌어내며 그를 점점 광기로 몰아넣는데… ‘위플래쉬’란? 영화 속에서 밴드가 연주하는 재즈 곡의 제목이다. 중간 부분 드럼 파트의 ‘더블 타임 스윙’ 주법으로 완성된 질주하는 독주 부분이 일품으로 꼽힌다. 단어의 원 뜻은 ‘채찍질’을 뜻한다.",마일즈 텔러|J.K. 시몬스,멜리사 베노이스트|폴 레이저|오스틴 스토웰|네이트 랭|제이슨 블레어|코피 서리보|마이클 D. 코헨|크리스 멀키|데이먼 겁튼|수앤 스포크|맥스 캐쉬|타릭 로우|캘빈 C. 윈부쉬|로겔리오 더글라스 주니어|에이프릴 그레이스|조셀린 아야나|헨리 G. 샌더스|마르쿠스 헨더슨
박열,드라마|모험|멜로/로맨스,2017,6.28,8.1,9692,"1923년, 관동대지진 이후 퍼진 괴소문으로 6천여 명의 무고한 조선인이 학살된다. 사건을 은폐하기 위해, 관심을 돌릴 화젯거리가 필요했던 일본내각은 '불령사'를 조직해 항일운동을 하던 조선 청년 '박열'을 대역사건의 배후로 지목한다. ""그들이 원하는 영웅이 돼줘야지"" 일본의 계략을 눈치챈 '박열'은 동지이자 연인인 가네코 후미코와 함께 일본 황태자 폭탄 암살 계획을 자백하고, 사형까지 무릅쓴 역사적인 재판을 시작하는데.... 조선인 최초의 대역죄인! 말 안 듣는 조선인 중 가장 말 안 듣는 조선인! 역사상 가장 버릇없는 피고인! 일본 열도를 발칵 뒤집은 사상 초유의 스캔들! 그 중심에 '박열'이 있었다!",이제훈|최희서|김인우,야마노우치 타스쿠|요코우치 히로키|김수진|김준한|권율|민진웅|백수장|한건태|정준원|윤슬|배제기|최정헌|박성택|시바타 요시유키
친절한 금자씨,스릴러|드라마,2005,7.29,7.47,9659,"주변 사람들의 시선을 단번에 사로잡을 만큼 뛰어난 미모의 소유자인 '금자'(이영애)는 스무 살에 죄를 짓고 감옥에 가게 된다. 어린 나이, 너무나 아름다운 외모로 인해 검거되는 순간에도 언론에 유명세를 치른다. 13년 동안 교도소에 복역하면서 누구보다 성실하고 모범적인 수감생활을 보내는 금자. '친절한 금자씨'라는 말도 교도소에서마저 유명세를 떨치던 그녀에게 사람들이 붙여준 별명이다. 그녀는 자신의 주변 사람들을 한 명, 한 명, 열심히 도와주며 13년간의 복역생활을 무사히 마친다. 출소하는 순간, 금자는 그 동안 자신이 치밀하게 준비해온 복수 계획을 펼쳐 보인다. 그녀가 복수하려는 인물은 자신을 죄인으로 만든 백선생(최민식). 교도소 생활 동안 그녀가 친절을 베풀며 도왔던 동료들은 이제 다양한 방법으로 금자의 복수를 돕는다. 이금자와 백선생. 과연 13년 전 둘 사이에는 무슨 일이 있었고, 복수하려는 이유는 무엇일까. 그리고 이 복수의 끝은 어떻게 될 것인가.",이영애|최민식,권예영|김시후|남일우|김병옥|오달수|이승신|김부선|라미란
퀵,액션,2011,7.2,7.86,9658,"폭탄을 배달하게 된 퀵서비스맨 헬멧을 벗어도, 질주를 멈춰도 폭탄은 터진다! 스피드 마니아인 퀵서비스맨 기수! 생방송 시간에 쫓겨 퀵서비스를 이용하는 아이돌 아롬을 태우고 가던 중 한 통의 전화를 받는다. 수화기 너머 의문의 목소리는 헬멧에 폭탄이 장착 되어 있다는 경고와 함께 3 분 내 폭탄 배달 미션을 완수하라는데…… 도심 한복판, 사상 초유의 쾌속질주가 시작된다!",이민기|강예원|김인권|고창석,주진모|김병철|김은옥|윤제문|유승목|마동석|송재호|전국환|오정세
시라노; 연애조작단,멜로/로맨스|코미디,2010,9.16,8.73,9656,"1 % 성공률에 도전하는 ‘시라노 에이전시’는 연애에 서투른 사람들을 대신해 연애를 이루어주는 연애조작단이다. 때로는 영화 촬영장을 방불케 하는 조직적인 움직임으로, 때로는 비밀 작전 수행처럼 완벽하게 짜여진 각본으로 의뢰인의 사랑을 이루어주는 연애 에이전시. 그들의 신조는 ‘음지에서 일하고 양지를 지향 안 한다’ 이다. 그러던 어느 날 에이전시 대표인 병훈(엄태웅 분)과 그의 작전요원 민영(박신혜 분)은 예측불허의 의뢰인 상용(최다니엘 분)을 만나게 되는데…. 스펙은 최고이나, 연애는 꽝인 2% 부족한 스펙남 상용이 사랑에 빠진 여자는 속을 알 수 없는 사랑스런 외모의 희중(이민정 분)이다. 의뢰인의 타깃녀 희중의 프로필을 본 순간, 고민에 빠진 병훈…",엄태웅|이민정|최다니엘|박신혜|박철민|전역산|송새벽|류현경,이미도|이미소|도용구
